category,currency,customer_first_name,customer_full_name,customer_gender,customer_id,customer_last_name,customer_phone,day_of_week,day_of_week_i,email,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,order_date,order_id,products,products.created_on,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"[""Women's Clothing""]",EUR,Wilhemina St.,Wilhemina St. Daniels,FEMALE,17,Daniels,,Saturday,5,wilhemina st.@daniels-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Gnomehouse"",""Pyramidustries""]","March 30th 2019, 05:34:05.000",572337,"[{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Gnomehouse"",""tax_amount"":0,""product_id"":21332,""category"":""Women's Clothing"",""sku"":""ZO0335203352"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":30.59,""_id"":""sold_product_572337_21332"",""discount_amount"":0,""created_on"":""2016-12-17T05:34:05+00:00"",""product_name"":""Summer dress - potent purple"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99},{""base_price"":17.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":18381,""category"":""Women's Clothing"",""sku"":""ZO0159201592"",""taxless_price"":17.99,""unit_discount_amount"":0,""min_price"":8.99,""_id"":""sold_product_572337_18381"",""discount_amount"":0,""created_on"":""2016-12-17T05:34:05+00:00"",""product_name"":""Long sleeved top - black"",""price"":17.99,""taxful_price"":17.99,""base_unit_price"":17.99}]","[""December 17th 2016, 05:34:05.000"",""December 17th 2016, 05:34:05.000""]","[""ZO0335203352"",""ZO0159201592""]",$77.98 ,77.98,2,2,order,wilhemina
"[""Women's Clothing"",""Women's Accessories""]",EUR,Wilhemina St.,Wilhemina St. Graham,FEMALE,17,Graham,,Saturday,5,wilhemina st.@graham-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Pyramidustries"",""Tigress Enterprises"",""Spherecords""]","March 30th 2019, 05:18:14.000",733207,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":17673,""category"":""Women's Clothing"",""sku"":""ZO0146901469"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":13.63,""_id"":""sold_product_733207_17673"",""discount_amount"":0,""created_on"":""2016-12-17T05:18:14+00:00"",""product_name"":""Jumpsuit - black"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":14405,""category"":""Women's Clothing"",""sku"":""ZO0072200722"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.94,""_id"":""sold_product_733207_14405"",""discount_amount"":0,""created_on"":""2016-12-17T05:18:14+00:00"",""product_name"":""Jumper - black/winter white"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":13.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":13631,""category"":""Women's Accessories"",""sku"":""ZO0201302013"",""taxless_price"":13.99,""unit_discount_amount"":0,""min_price"":6.86,""_id"":""sold_product_733207_13631"",""discount_amount"":0,""created_on"":""2016-12-17T05:18:14+00:00"",""product_name"":""Across body bag - off white"",""price"":13.99,""taxful_price"":13.99,""base_unit_price"":13.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":24421,""category"":""Women's Clothing"",""sku"":""ZO0639606396"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.39,""_id"":""sold_product_733207_24421"",""discount_amount"":0,""created_on"":""2016-12-17T05:18:14+00:00"",""product_name"":""Long sleeved top - khaki"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 17th 2016, 05:18:14.000"",""December 17th 2016, 05:18:14.000"",""December 17th 2016, 05:18:14.000"",""December 17th 2016, 05:18:14.000""]","[""ZO0146901469"",""ZO0072200722"",""ZO0201302013"",""ZO0639606396""]",$82.96 ,82.96,4,4,order,wilhemina
"[""Women's Clothing""]",EUR,Elyssa,Elyssa Burton,FEMALE,27,Burton,,Saturday,5,elyssa@burton-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Champion Arts"",""Tigress Enterprises""]","March 30th 2019, 05:12:29.000",572323,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":24572,""category"":""Women's Clothing"",""sku"":""ZO0502005020"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.25,""_id"":""sold_product_572323_24572"",""discount_amount"":0,""created_on"":""2016-12-17T05:12:29+00:00"",""product_name"":""Sweatshirt - light grey multicolor"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":29.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":12810,""category"":""Women's Clothing"",""sku"":""ZO0039300393"",""taxless_price"":29.99,""unit_discount_amount"":0,""min_price"":13.8,""_id"":""sold_product_572323_12810"",""discount_amount"":0,""created_on"":""2016-12-17T05:12:29+00:00"",""product_name"":""Jersey dress - bordeaux"",""price"":29.99,""taxful_price"":29.99,""base_unit_price"":29.99}]","[""December 17th 2016, 05:12:29.000"",""December 17th 2016, 05:12:29.000""]","[""ZO0502005020"",""ZO0039300393""]",$54.98 ,54.98,2,2,order,elyssa
"[""Men's Shoes"",""Men's Clothing""]",EUR,Marwan,Marwan Bryant,MALE,51,Bryant,,Saturday,5,marwan@bryant-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Low Tide Media"",""Elitelligence""]","March 30th 2019, 05:06:43.000",572317,"[{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":15558,""category"":""Men's Shoes"",""sku"":""ZO0391903919"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":27,""_id"":""sold_product_572317_15558"",""discount_amount"":0,""created_on"":""2016-12-17T05:06:43+00:00"",""product_name"":""Lace-ups - Midnight Blue"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":20647,""category"":""Men's Clothing"",""sku"":""ZO0575805758"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.24,""_id"":""sold_product_572317_20647"",""discount_amount"":0,""created_on"":""2016-12-17T05:06:43+00:00"",""product_name"":""Jumper - black"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 17th 2016, 05:06:43.000"",""December 17th 2016, 05:06:43.000""]","[""ZO0391903919"",""ZO0575805758""]",$84.98 ,84.98,2,2,order,marwan
"[""Men's Clothing"",""Women's Accessories""]",EUR,Robert,Robert Perry,MALE,29,Perry,,Saturday,5,robert@perry-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Oceanavigations"",""Microlutions""]","March 30th 2019, 04:59:31.000",572310,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":20428,""category"":""Men's Clothing"",""sku"":""ZO0298702987"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.65,""_id"":""sold_product_572310_20428"",""discount_amount"":0,""created_on"":""2016-12-17T04:59:31+00:00"",""product_name"":""Jumper - navy"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":33.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":13741,""category"":""Women's Accessories"",""sku"":""ZO0127601276"",""taxless_price"":33.99,""unit_discount_amount"":0,""min_price"":17,""_id"":""sold_product_572310_13741"",""discount_amount"":0,""created_on"":""2016-12-17T04:59:31+00:00"",""product_name"":""Rucksack - black"",""price"":33.99,""taxful_price"":33.99,""base_unit_price"":33.99}]","[""December 17th 2016, 04:59:31.000"",""December 17th 2016, 04:59:31.000""]","[""ZO0298702987"",""ZO0127601276""]",$62.98 ,62.98,2,2,order,robert
"[""Women's Clothing""]",EUR,Selena,Selena Frank,FEMALE,42,Frank,,Saturday,5,selena@frank-family.zzz,Marrakesh,Africa,MA,"{
  ""lon"": -8,
  ""lat"": 31.6
}",Marrakech-Tensift-Al Haouz,"[""Tigress Enterprises"",""Spherecords Maternity""]","March 30th 2019, 04:53:46.000",572302,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":13747,""category"":""Women's Clothing"",""sku"":""ZO0037400374"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.07,""_id"":""sold_product_572302_13747"",""discount_amount"":0,""created_on"":""2016-12-17T04:53:46+00:00"",""product_name"":""Jersey dress - black"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":21.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords Maternity"",""tax_amount"":0,""product_id"":22681,""category"":""Women's Clothing"",""sku"":""ZO0708207082"",""taxless_price"":21.99,""unit_discount_amount"":0,""min_price"":11.21,""_id"":""sold_product_572302_22681"",""discount_amount"":0,""created_on"":""2016-12-17T04:53:46+00:00"",""product_name"":""Jumper - black"",""price"":21.99,""taxful_price"":21.99,""base_unit_price"":21.99}]","[""December 17th 2016, 04:53:46.000"",""December 17th 2016, 04:53:46.000""]","[""ZO0037400374"",""ZO0708207082""]",$50.98 ,50.98,2,2,order,selena
"[""Men's Clothing"",""Men's Shoes""]",EUR,George,George Graves,MALE,32,Graves,,Saturday,5,george@graves-family.zzz,Birmingham,Europe,GB,"{
  ""lon"": -1.9,
  ""lat"": 52.5
}",Birmingham,"[""Elitelligence"",""""]","March 30th 2019, 04:45:07.000",572292,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":19469,""category"":""Men's Clothing"",""sku"":""ZO0522705227"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.07,""_id"":""sold_product_572292_19469"",""discount_amount"":0,""created_on"":""2016-12-17T04:45:07+00:00"",""product_name"":""Suit trousers - dark blue"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":164.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":"""",""tax_amount"":0,""product_id"":21891,""category"":""Men's Shoes"",""sku"":""ZO0482204822"",""taxless_price"":164.99,""unit_discount_amount"":0,""min_price"":87.44,""_id"":""sold_product_572292_21891"",""discount_amount"":0,""created_on"":""2016-12-17T04:45:07+00:00"",""product_name"":""Smart lace-ups - black"",""price"":164.99,""taxful_price"":164.99,""base_unit_price"":164.99}]","[""December 17th 2016, 04:45:07.000"",""December 17th 2016, 04:45:07.000""]","[""ZO0522705227"",""ZO0482204822""]",$193.98 ,193.98,2,2,order,george
"[""Men's Clothing"",""Women's Accessories"",""Men's Shoes""]",EUR,Jackson,Jackson Abbott,MALE,13,Abbott,,Saturday,5,jackson@abbott-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Low Tide Media"",""Oceanavigations""]","March 30th 2019, 04:36:29.000",717554,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":18598,""category"":""Men's Clothing"",""sku"":""ZO0415304153"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":13.92,""_id"":""sold_product_717554_18598"",""discount_amount"":0,""created_on"":""2016-12-17T04:36:29+00:00"",""product_name"":""Shirt - indigo"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":17279,""category"":""Women's Accessories"",""sku"":""ZO0309203092"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":6.11,""_id"":""sold_product_717554_17279"",""discount_amount"":0,""created_on"":""2016-12-17T04:36:29+00:00"",""product_name"":""Hat - navy"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":6470,""category"":""Men's Clothing"",""sku"":""ZO0435604356"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.06,""_id"":""sold_product_717554_6470"",""discount_amount"":0,""created_on"":""2016-12-17T04:36:29+00:00"",""product_name"":""Basic T-shirt - dark grey multicolor"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":23680,""category"":""Men's Shoes"",""sku"":""ZO0405604056"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":30.55,""_id"":""sold_product_717554_23680"",""discount_amount"":0,""created_on"":""2016-12-17T04:36:29+00:00"",""product_name"":""Boots - camel"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99}]","[""December 17th 2016, 04:36:29.000"",""December 17th 2016, 04:36:29.000"",""December 17th 2016, 04:36:29.000"",""December 17th 2016, 04:36:29.000""]","[""ZO0415304153"",""ZO0309203092"",""ZO0435604356"",""ZO0405604056""]",$116.96 ,116.96,4,4,order,jackson
"[""Men's Accessories"",""Men's Clothing""]",EUR,Frances,Frances Miller,FEMALE,49,Miller,,Saturday,5,frances@miller-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Low Tide Media""]","March 30th 2019, 04:32:10.000",572280,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":24706,""category"":""Men's Accessories"",""sku"":""ZO0462904629"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.71,""_id"":""sold_product_572280_24706"",""discount_amount"":0,""created_on"":""2016-12-17T04:32:10+00:00"",""product_name"":""Scarf - navy"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":13.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":18088,""category"":""Men's Clothing"",""sku"":""ZO0440504405"",""taxless_price"":13.99,""unit_discount_amount"":0,""min_price"":7.55,""_id"":""sold_product_572280_18088"",""discount_amount"":0,""created_on"":""2016-12-17T04:32:10+00:00"",""product_name"":""Print T-shirt - mottled light blue"",""price"":13.99,""taxful_price"":13.99,""base_unit_price"":13.99}]","[""December 17th 2016, 04:32:10.000"",""December 17th 2016, 04:32:10.000""]","[""ZO0462904629"",""ZO0440504405""]",$24.98 ,24.98,2,2,order,frances
"[""Women's Accessories"",""Men's Shoes""]",EUR,Mostafa,Mostafa Riley,MALE,9,Riley,,Saturday,5,mostafa@riley-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Microlutions"",""Angeldale""]","March 30th 2019, 04:26:24.000",572275,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":15420,""category"":""Women's Accessories"",""sku"":""ZO0128301283"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.07,""_id"":""sold_product_572275_15420"",""discount_amount"":0,""created_on"":""2016-12-17T04:26:24+00:00"",""product_name"":""Rucksack - black"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":99.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":1651,""category"":""Men's Shoes"",""sku"":""ZO0693606936"",""taxless_price"":99.99,""unit_discount_amount"":0,""min_price"":49.99,""_id"":""sold_product_572275_1651"",""discount_amount"":0,""created_on"":""2016-12-17T04:26:24+00:00"",""product_name"":""Boots - black"",""price"":99.99,""taxful_price"":99.99,""base_unit_price"":99.99}]","[""December 17th 2016, 04:26:24.000"",""December 17th 2016, 04:26:24.000""]","[""ZO0128301283"",""ZO0693606936""]",$128.98 ,128.98,2,2,order,mostafa
"[""Women's Accessories"",""Men's Clothing"",""Men's Shoes""]",EUR,Sultan Al,Sultan Al Garza,MALE,19,Garza,,Saturday,5,sultan al@garza-family.zzz,Abu Dhabi,Asia,AE,"{
  ""lon"": 54.4,
  ""lat"": 24.5
}",Abu Dhabi,"[""Oceanavigations"",""Elitelligence""]","March 30th 2019, 04:13:26.000",720637,"[{""base_price"":13.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":16771,""category"":""Women's Accessories"",""sku"":""ZO0318403184"",""taxless_price"":13.99,""unit_discount_amount"":0,""min_price"":6.3,""_id"":""sold_product_720637_16771"",""discount_amount"":0,""created_on"":""2016-12-17T04:13:26+00:00"",""product_name"":""Sunglasses - brown/green"",""price"":13.99,""taxful_price"":13.99,""base_unit_price"":13.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":23435,""category"":""Men's Clothing"",""sku"":""ZO0524705247"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.29,""_id"":""sold_product_720637_23435"",""discount_amount"":0,""created_on"":""2016-12-17T04:13:26+00:00"",""product_name"":""Shirt - red"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":19055,""category"":""Men's Clothing"",""sku"":""ZO0531505315"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":9.17,""_id"":""sold_product_720637_19055"",""discount_amount"":0,""created_on"":""2016-12-17T04:13:26+00:00"",""product_name"":""Shorts - grey"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":12719,""category"":""Men's Shoes"",""sku"":""ZO0511305113"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":15.51,""_id"":""sold_product_720637_12719"",""discount_amount"":0,""created_on"":""2016-12-17T04:13:26+00:00"",""product_name"":""Trainers - white"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 17th 2016, 04:13:26.000"",""December 17th 2016, 04:13:26.000"",""December 17th 2016, 04:13:26.000"",""December 17th 2016, 04:13:26.000""]","[""ZO0318403184"",""ZO0524705247"",""ZO0531505315"",""ZO0511305113""]",$84.96 ,84.96,4,4,order,sultan
"[""Women's Clothing"",""Women's Accessories""]",EUR,Yasmine,Yasmine Harper,FEMALE,43,Harper,,Saturday,5,yasmine@harper-family.zzz,,Asia,SA,"{
  ""lon"": 45,
  ""lat"": 25
}",,"[""Pyramidustries active"",""Tigress Enterprises""]","March 30th 2019, 04:01:55.000",572251,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries active"",""tax_amount"":0,""product_id"":23682,""category"":""Women's Clothing"",""sku"":""ZO0218402184"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.39,""_id"":""sold_product_572251_23682"",""discount_amount"":0,""created_on"":""2016-12-17T04:01:55+00:00"",""product_name"":""Vest - dark purple"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":11910,""category"":""Women's Accessories"",""sku"":""ZO0075000750"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":16.17,""_id"":""sold_product_572251_11910"",""discount_amount"":0,""created_on"":""2016-12-17T04:01:55+00:00"",""product_name"":""Handbag - black"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99}]","[""December 17th 2016, 04:01:55.000"",""December 17th 2016, 04:01:55.000""]","[""ZO0218402184"",""ZO0075000750""]",$43.98 ,43.98,2,2,order,yasmine
"[""Women's Clothing"",""Women's Shoes""]",EUR,Mary,Mary Clayton,FEMALE,20,Clayton,,Saturday,5,mary@clayton-family.zzz,Dubai,Asia,AE,"{
  ""lon"": 55.3,
  ""lat"": 25.3
}",Dubai,"[""Tigress Enterprises""]","March 30th 2019, 03:51:50.000",572246,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":18048,""category"":""Women's Clothing"",""sku"":""ZO0051300513"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.36,""_id"":""sold_product_572246_18048"",""discount_amount"":0,""created_on"":""2016-12-17T03:51:50+00:00"",""product_name"":""Jersey dress - port royal/black"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":21540,""category"":""Women's Shoes"",""sku"":""ZO0020900209"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":19.32,""_id"":""sold_product_572246_21540"",""discount_amount"":0,""created_on"":""2016-12-17T03:51:50+00:00"",""product_name"":""Ankle boots - cognac"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99}]","[""December 17th 2016, 03:51:50.000"",""December 17th 2016, 03:51:50.000""]","[""ZO0051300513"",""ZO0020900209""]",$70.98 ,70.98,2,2,order,mary
"[""Women's Shoes"",""Women's Accessories""]",EUR,Pia,Pia Shaw,FEMALE,45,Shaw,,Saturday,5,pia@shaw-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Low Tide Media"",""Pyramidustries""]","March 30th 2019, 03:46:05.000",572237,"[{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":14329,""category"":""Women's Shoes"",""sku"":""ZO0370503705"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":21,""_id"":""sold_product_572237_14329"",""discount_amount"":0,""created_on"":""2016-12-17T03:46:05+00:00"",""product_name"":""Sandals - Midnight Blue"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":13694,""category"":""Women's Accessories"",""sku"":""ZO0202602026"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.7,""_id"":""sold_product_572237_13694"",""discount_amount"":0,""created_on"":""2016-12-17T03:46:05+00:00"",""product_name"":""Handbag - black/red"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 17th 2016, 03:46:05.000"",""December 17th 2016, 03:46:05.000""]","[""ZO0370503705"",""ZO0202602026""]",$62.98 ,62.98,2,2,order,pia
"[""Women's Clothing"",""Women's Shoes""]",EUR,Pia,Pia Kelley,FEMALE,45,Kelley,,Saturday,5,pia@kelley-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Tigress Enterprises MAMA"",""Tigress Enterprises""]","March 30th 2019, 03:38:53.000",572229,"[{""base_price"":36.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises MAMA"",""tax_amount"":0,""product_id"":24927,""category"":""Women's Clothing"",""sku"":""ZO0229402294"",""taxless_price"":36.99,""unit_discount_amount"":0,""min_price"":18.86,""_id"":""sold_product_572229_24927"",""discount_amount"":0,""created_on"":""2016-12-17T03:38:53+00:00"",""product_name"":""Summer dress - black"",""price"":36.99,""taxful_price"":36.99,""base_unit_price"":36.99},{""base_price"":29.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":20190,""category"":""Women's Shoes"",""sku"":""ZO0006800068"",""taxless_price"":29.99,""unit_discount_amount"":0,""min_price"":14.99,""_id"":""sold_product_572229_20190"",""discount_amount"":0,""created_on"":""2016-12-17T03:38:53+00:00"",""product_name"":""Lace-ups - brown"",""price"":29.99,""taxful_price"":29.99,""base_unit_price"":29.99}]","[""December 17th 2016, 03:38:53.000"",""December 17th 2016, 03:38:53.000""]","[""ZO0229402294"",""ZO0006800068""]",$66.98 ,66.98,2,2,order,pia
"[""Men's Clothing""]",EUR,Mostafa,Mostafa Sutton,MALE,9,Sutton,,Saturday,5,mostafa@sutton-family.zzz,Cairo,Africa,EG,"{
  ""lon"": 31.3,
  ""lat"": 30.1
}",Cairo Governorate,"[""Low Tide Media"",""Elitelligence""]","March 30th 2019, 03:21:36.000",572213,"[{""base_price"":7.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":13776,""category"":""Men's Clothing"",""sku"":""ZO0434304343"",""taxless_price"":7.99,""unit_discount_amount"":0,""min_price"":4.23,""_id"":""sold_product_572213_13776"",""discount_amount"":0,""created_on"":""2016-12-17T03:21:36+00:00"",""product_name"":""Basic T-shirt - dark grey multicolor"",""price"":7.99,""taxful_price"":7.99,""base_unit_price"":7.99},{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":19769,""category"":""Men's Clothing"",""sku"":""ZO0566305663"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.06,""_id"":""sold_product_572213_19769"",""discount_amount"":0,""created_on"":""2016-12-17T03:21:36+00:00"",""product_name"":""Basic T-shirt - bordeaux"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99}]","[""December 17th 2016, 03:21:36.000"",""December 17th 2016, 03:21:36.000""]","[""ZO0434304343"",""ZO0566305663""]",$18.98 ,18.98,2,2,order,mostafa
